ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not_used,Season,Crop_status
610,915,Food,clay,2,45,33,2,2,0
611,915,Food,clay,2,50,35,8,2,0
612,915,Food,clay,2,60,40,1,2,0
613,916,Food,clay,2,70,28,10,3,0
614,915,Food,clay,2,80,35,0,2,0
615,915,Food,clay,2,20,35,5,1,0
616,916,Food,clay,2,10,28,13,2,0
617,915,Food,clay,2,20,25,5,1,0
618,984,Food,clay,2,10,26,15,2,0
619,984,Food,clay,2,15,,6,2,0
620,984,Food,clay,2,20,14,16,1,0
621,984,Food,clay,2,20,24,3,2,0
622,984,Food,clay,2,20,29,1,2,0
623,984,Food,clay,2,30,28,15,3,0
624,984,Food,clay,2,30,37,7,2,0
625,984,Food,clay,2,30,38,2,2,0
626,984,Food,clay,2,30,42,6,2,0
627,984,Food,clay,2,40,,19,3,0
628,984,Food,clay,2,40,25,18,1,0
629,984,Food,clay,2,40,30,14,3,0
630,984,Food,clay,2,55,27,15,2,0
631,984,Food,clay,2,80,37,4,3,0
632,1056,Food,clay,2,10,22,7,2,0
633,1056,Food,clay,2,10,31,8,2,0
634,1056,Food,clay,2,10,36,3,1,0
635,1056,Food,clay,2,15,29,7,3,0
636,1056,Food,clay,2,20,20,20,2,0
637,1056,Food,clay,2,20,,14,2,0
638,1056,Food,clay,2,20,24,15,2,0
639,1056,Food,clay,2,20,29,7,2,0
640,1056,Food,clay,2,20,33,15,1,0
641,1056,Food,clay,2,30,20,22,1,0
642,1056,Food,clay,2,30,31,7,2,0
643,1056,Food,clay,2,45,28,13,2,0
644,1056,Food,clay,2,60,30,11,2,0
645,1056,Food,clay,2,60,43,0,3,0
646,1056,Food,clay,2,60,43,1,1,0
647,1056,Food,clay,2,10,18,20,2,0
648,1056,Food,clay,2,30,44,4,1,0
649,1132,Food,clay,2,10,9,27,2,0
650,1132,Food,clay,2,10,25,16,3,0
651,1132,Food,clay,2,10,30,8,1,0
652,1132,Food,clay,2,20,14,27,2,0
653,1132,Food,clay,2,20,30,13,3,0
654,1132,Food,clay,2,20,34,3,1,0
655,1132,Food,clay,2,20,41,2,2,0
656,1132,Food,clay,2,20,47,1,3,0
657,1132,Food,clay,2,25,29,4,2,0
658,1132,Food,clay,2,30,16,18,1,0
659,1132,Food,clay,2,30,24,16,3,0
660,1132,Food,clay,2,40,25,1,3,0
661,1132,Food,clay,2,50,29,13,2,0
662,1132,Food,clay,2,60,,18,2,0
663,1132,Food,clay,2,40,38,6,3,0
664,1132,Food,clay,2,40,10,27,2,0
665,1132,Food,clay,2,30,32,7,1,0
666,1212,Food,clay,2,5,20,19,2,0
667,1212,Food,clay,2,10,16,27,2,0
668,1212,Food,clay,2,10,17,27,2,0
669,1212,Food,clay,2,10,29,14,3,0
670,1212,Food,clay,2,20,15,29,2,0
671,1212,Food,clay,2,20,22,16,1,0
672,1212,Food,clay,2,20,,5,2,0
673,1212,Food,clay,2,20,36,7,2,0
674,1212,Food,clay,2,20,37,5,1,0
675,1212,Food,clay,2,30,28,12,1,0
676,1212,Food,clay,2,30,32,6,2,0
677,1212,Food,clay,2,30,39,4,2,0
678,1212,Food,clay,2,40,22,0,2,0
679,1212,Food,clay,2,40,,7,3,0
680,1212,Food,clay,2,50,16,27,2,0
681,1212,Food,clay,2,50,21,20,2,0
682,1212,Food,clay,2,55,39,6,3,0
683,1212,Food,clay,2,60,,9,3,0
684,1212,Food,clay,2,60,25,21,1,0
685,1296,Food,clay,2,20,20,20,2,0
686,1296,Food,clay,2,35,,5,2,0
687,1297,Food,clay,2,60,30,18,1,0
688,1297,Food,clay,2,10,15,20,2,0
689,1297,Food,clay,2,10,30,6,3,0
690,1297,Food,clay,2,30,,18,2,0
691,1296,Food,clay,2,30,34,15,2,0
692,1297,Food,clay,2,40,37,3,1,0
693,1296,Food,clay,2,60,30,10,2,0
694,1296,Food,clay,2,60,45,6,1,0
695,1297,Food,clay,2,40,25,18,2,0
696,1297,Food,clay,2,10,15,25,2,0
697,1296,Food,clay,2,20,22,20,1,0
698,1297,Food,clay,2,20,30,5,3,0
699,1296,Food,clay,2,40,,4,3,0
700,1385,Food,clay,2,10,25,11,2,0
701,1385,Food,clay,2,10,25,16,1,0
702,1385,Food,clay,2,10,37,6,2,0
703,1385,Food,clay,2,15,13,28,2,0
704,1385,Food,clay,2,15,28,13,1,0
705,1385,Food,clay,2,20,13,28,1,0
706,1385,Food,clay,2,20,27,11,2,0
707,1385,Food,clay,2,20,28,17,2,0
708,1385,Food,clay,2,20,,10,3,0
709,1385,Food,clay,2,20,35,16,2,0
710,1385,Food,clay,2,20,42,2,2,0
711,1385,Food,clay,2,30,21,25,2,0
712,1385,Food,clay,2,40,28,12,2,0
713,1385,Food,clay,2,40,30,6,3,0
714,1385,Food,clay,2,40,34,11,2,0
715,1385,Food,clay,2,50,,7,1,0
716,1385,Food,clay,2,60,25,21,2,0
717,1385,Food,clay,2,60,26,19,1,0
718,1385,Food,clay,2,60,,7,2,0
719,1385,Food,clay,2,60,39,2,2,0
720,1385,Food,clay,2,15,22,27,1,0
721,1385,Food,clay,2,20,22,21,1,0
722,1385,Food,clay,2,30,25,6,2,0
723,1478,Food,clay,2,10,34,3,1,0
724,1478,Food,clay,2,15,30,7,1,0
725,1478,Food,clay,2,15,,7,2,0
726,1478,Food,clay,2,20,,30,2,0
727,1478,Food,clay,2,20,15,27,2,0
728,1478,Food,clay,2,20,28,10,3,0
729,1478,Food,clay,2,20,32,16,3,0
730,1478,Food,clay,2,20,32,20,1,0
731,1478,Food,clay,2,20,34,13,2,0
732,1478,Food,clay,2,20,37,6,2,0
733,1478,Food,clay,2,20,46,3,2,0
734,1478,Food,clay,2,30,30,8,1,0
735,1478,Food,clay,2,40,20,12,1,0
736,1478,Food,clay,2,40,38,1,2,0
737,1478,Food,clay,2,60,13,30,3,0
738,1478,Food,clay,2,60,38,12,3,0
739,1478,Food,clay,2,40,40,3,3,0
740,1575,Food,clay,2,10,36,11,1,0
741,1576,Food,clay,2,20,25,21,1,0
742,1576,Food,clay,2,20,34,6,2,0
743,1575,Food,clay,2,20,36,19,2,0
744,1575,Food,clay,2,20,,10,3,0
745,1576,Food,clay,2,30,18,20,1,0
746,1576,Food,clay,2,30,21,23,2,0
747,1575,Food,clay,2,40,12,33,1,0
748,1576,Food,clay,2,40,22,12,3,0
749,1576,Food,clay,2,40,,22,3,0
750,1575,Food,clay,2,40,30,21,2,0
751,1576,Food,clay,2,60,50,3,2,0
752,1576,Food,clay,2,90,31,12,1,0
753,1575,Food,clay,2,20,37,10,2,0
754,1576,Food,clay,2,60,,12,2,0
755,1678,Food,clay,2,20,,32,3,0
756,1678,Food,clay,2,20,23,16,1,0
757,1678,Food,clay,2,30,23,18,1,0
758,1678,Food,clay,2,40,22,25,1,0
759,1678,Food,clay,2,40,23,8,1,0
760,1678,Food,clay,2,40,44,5,2,0
761,1786,Food,clay,2,10,15,22,3,0
762,1786,Food,clay,2,10,29,19,2,0
763,1785,Food,clay,2,10,29,20,3,0
764,1785,Food,clay,2,10,,13,2,0
765,1785,Food,clay,2,10,38,9,1,0
766,1786,Food,clay,2,15,17,30,2,0
767,1785,Food,clay,2,20,,27,1,0
768,1785,Food,clay,2,40,32,13,2,0
769,1786,Food,clay,2,40,49,6,2,0
770,1785,Food,clay,2,15,28,20,2,0
771,1785,Food,clay,2,5,28,17,2,0
772,1786,Food,clay,2,15,38,7,2,0
773,1785,Food,clay,2,5,32,18,2,0
774,1785,Food,clay,2,40,35,15,1,0
775,1786,Food,clay,2,20,30,17,2,0
776,1898,Food,clay,2,5,15,34,2,0
777,1898,Food,clay,2,5,30,9,2,0
778,1898,Food,clay,2,10,24,24,2,0
779,1898,Food,clay,2,10,33,16,2,0
780,1898,Food,clay,2,20,35,16,2,0
781,1898,Food,clay,2,20,40,8,2,0
782,1898,Food,clay,2,40,5,32,2,0
783,1898,Food,clay,2,40,31,14,1,0
784,1898,Food,clay,2,50,35,16,2,0
785,1898,Food,clay,2,60,44,8,1,0
786,1898,Food,clay,2,40,35,16,2,0
787,1898,Food,clay,2,15,23,28,2,0
788,2015,Food,clay,2,5,16,33,1,0
789,2016,Food,clay,2,10,15,31,2,0
790,2016,Food,clay,2,10,23,22,2,0
791,2015,Food,clay,2,10,28,20,3,0
792,2015,Food,clay,2,20,32,14,3,0
793,2015,Food,clay,2,20,35,16,2,0
794,2015,Food,clay,2,25,40,10,2,0
795,2015,Food,clay,2,30,,7,2,0
796,2016,Food,clay,2,30,40,14,3,0
797,2016,Food,clay,2,40,41,12,1,0
798,2015,Food,clay,2,40,,2,1,0
799,2015,Food,clay,2,50,40,15,1,0
800,2016,Food,clay,2,60,26,12,2,0
801,2015,Food,clay,2,60,50,2,1,0
802,2015,Food,clay,2,60,35,21,2,0
803,2016,Food,clay,2,20,44,5,1,0
804,2016,Food,clay,2,20,51,3,2,0
805,2015,Food,clay,2,40,36,10,3,0
806,2015,Food,clay,2,40,30,25,3,0
807,2139,Food,clay,2,10,20,30,2,0
808,2139,Food,clay,2,10,26,21,3,0
809,2138,Food,clay,2,10,39,16,2,0
810,2139,Food,clay,2,15,20,32,1,0
811,2139,Food,clay,2,15,23,23,2,0
812,2139,Food,clay,2,15,27,16,2,0
813,2138,Food,clay,2,15,30,21,2,0
814,2139,Food,clay,2,20,10,13,2,0
815,2139,Food,clay,2,20,25,4,2,0
816,2138,Food,clay,2,20,25,15,2,0
817,2138,Food,clay,2,20,38,13,1,0
818,2139,Food,clay,2,25,32,18,2,0
819,2138,Food,clay,2,30,47,13,2,0
820,2139,Food,clay,2,60,41,7,2,0
821,2138,Food,clay,2,10,45,8,1,0
822,2138,Food,clay,2,60,36,18,2,0
823,2138,Food,clay,2,25,33,25,2,0
824,2138,Food,clay,2,10,,16,2,0
825,2267,Food,clay,2,10,,25,1,0
826,2267,Food,clay,2,10,40,10,3,0
827,2267,Food,clay,2,10,55,0,1,0
828,2267,Food,clay,2,15,19,34,3,0
829,2267,Food,clay,2,15,45,10,2,0
830,2267,Food,clay,2,20,16,34,2,0
831,2267,Food,clay,2,20,28,29,1,0
832,2267,Food,clay,2,20,35,9,1,0
833,2267,Food,clay,2,20,,8,2,0
834,2267,Food,clay,2,20,45,11,2,0
835,2267,Food,clay,2,25,51,2,1,0
836,2267,Food,clay,2,30,38,15,2,0
837,2267,Food,clay,2,35,46,8,2,0
838,2267,Food,clay,2,40,46,9,2,0
839,2267,Food,clay,2,40,48,6,2,0
840,2267,Food,clay,2,50,12,33,2,0
841,2267,Food,clay,2,10,25,19,3,0
842,2267,Food,clay,2,10,30,19,2,0
843,2402,Food,clay,2,10,36,19,2,0
844,2401,Food,clay,2,20,32,24,1,0
845,2401,Food,clay,2,20,47,6,2,0
846,2402,Food,clay,2,20,53,1,2,0
847,2402,Food,clay,2,25,42,10,3,0
848,2402,Food,clay,2,40,49,1,2,0
849,2401,Food,clay,2,60,52,2,3,0
850,2402,Food,clay,2,30,35,12,3,0
851,2402,Food,clay,2,10,20,25,1,0
852,2401,Food,clay,2,20,25,27,2,0
853,2401,Food,clay,2,30,44,10,2,0
854,2541,Food,clay,2,15,15,36,2,0
855,2542,Food,clay,2,20,27,19,3,0
856,2542,Food,clay,2,20,51,0,1,0
857,2541,Food,clay,2,40,54,2,2,0
858,2542,Food,clay,2,70,,9,2,0
859,2541,Food,clay,2,20,38,11,2,0
860,2541,Food,clay,2,20,,12,2,0
861,2688,Food,clay,2,10,,0,1,0
862,2688,Food,clay,2,10,36,17,3,0
863,2688,Food,clay,2,20,29,22,2,0
864,2688,Food,clay,2,20,33,24,2,0
865,2688,Food,clay,2,20,,5,2,0
866,2687,Food,clay,2,30,26,20,1,0
867,2688,Food,clay,2,30,34,23,2,0
868,2688,Food,clay,2,30,45,10,3,0
869,2688,Food,clay,2,40,16,41,2,0
870,2687,Food,clay,2,40,39,17,3,0
871,2688,Food,clay,2,10,16,37,2,0
872,2840,Food,clay,2,15,,36,2,0
873,2840,Food,clay,2,20,39,13,3,0
874,2840,Food,clay,2,40,,27,3,0
875,2840,Food,clay,2,40,35,18,2,0
876,2840,Food,clay,2,40,40,23,1,0
877,2840,Food,clay,2,55,30,25,2,0
878,2840,Food,clay,2,10,47,8,1,0
879,2840,Food,clay,2,60,,13,2,0
880,2999,Food,clay,2,55,30,15,1,0
881,2999,Food,clay,2,10,40,10,3,0
882,2999,Food,clay,2,10,54,8,2,0
883,2999,Food,clay,2,15,,4,3,0
884,2999,Food,clay,2,20,5,39,3,0
885,2999,Food,clay,2,20,37,19,3,0
886,2999,Food,clay,2,20,40,9,2,0
887,2999,Food,clay,2,20,,2,2,0
888,2999,Food,clay,2,30,33,12,3,0
889,2999,Food,clay,2,40,,21,2,0
890,2999,Food,clay,2,20,43,17,1,0
891,2999,Food,clay,2,10,22,39,2,0
892,2999,Food,clay,2,20,,5,2,0
893,2999,Food,clay,2,40,31,28,2,0
894,2999,Food,clay,2,5,,14,2,0
895,3165,Food,clay,2,5,10,30,3,0
896,3164,Food,clay,2,20,14,40,2,0
897,3165,Food,clay,2,20,40,3,2,0
898,3164,Food,clay,2,30,22,35,1,0
899,3164,Food,clay,2,20,34,23,1,0
900,3516,Food,clay,2,20,49,7,2,0
901,3515,Food,clay,2,20,54,9,1,0
902,3516,Food,clay,2,40,29,18,2,0
903,3516,Food,clay,2,10,20,39,3,0
904,3516,Food,clay,2,20,53,3,2,0
905,3702,Food,clay,2,10,18,42,3,0
906,3702,Food,clay,2,15,35,28,1,0
907,3702,Food,clay,2,20,40,18,2,0
908,3702,Food,clay,2,30,35,8,3,0
909,3702,Food,clay,2,20,45,17,3,0
910,3702,Food,clay,2,30,54,8,1,0
911,3895,Food,clay,2,20,45,16,1,1
912,3896,Food,clay,2,25,35,19,1,0
913,3895,Food,clay,2,20,41,26,1,0
914,3895,Food,clay,2,15,46,15,2,0
915,4097,Food,clay,2,10,,22,2,0
916,4097,Food,clay,2,40,45,15,2,1
917,4097,Food,clay,2,50,33,30,1,0
918,150,Food,silt,2,15,10,5,1,0
919,150,Food,silt,2,30,15,0,1,0
920,168,Food,silt,2,30,10,6,1,0
921,209,Food,silt,2,10,19,2,2,0
922,209,Food,silt,2,15,,7,1,0
923,209,Food,silt,2,15,21,1,2,0
924,232,Food,silt,2,15,14,5,2,0
925,232,Food,silt,2,40,14,8,2,0
926,232,Food,silt,2,50,16,9,1,0
927,257,Food,silt,2,20,20,5,1,0
928,256,Food,silt,2,20,21,5,2,0
929,257,Food,silt,2,25,15,5,2,0
930,283,Food,silt,2,20,20,2,2,0
931,283,Food,silt,2,55,21,3,1,0
932,311,Food,silt,2,10,20,0,2,0
933,312,Food,silt,2,45,,10,2,0
934,342,Food,silt,2,15,18,4,2,0
935,342,Food,silt,2,25,22,6,1,0
936,342,Food,silt,2,50,22,0,2,0
937,375,Food,silt,2,20,13,10,3,0
938,375,Food,silt,2,20,17,10,1,0
939,375,Food,silt,2,20,21,1,2,0
940,375,Food,silt,2,20,22,3,1,0
941,375,Food,silt,2,30,18,0,2,0
942,375,Food,silt,2,60,29,1,2,0
943,410,Food,silt,2,10,12,5,3,0
944,410,Food,silt,2,15,12,11,1,0
945,410,Food,silt,2,20,16,2,1,0
946,410,Food,silt,2,20,24,1,1,0
947,410,Food,silt,2,30,20,7,1,0
948,411,Food,silt,2,40,13,3,2,0
949,411,Food,silt,2,40,17,11,3,0
950,411,Food,silt,2,40,22,13,2,0
951,411,Food,silt,2,55,16,13,2,0
952,448,Food,silt,2,5,8,0,3,0
953,448,Food,silt,2,10,20,1,2,0
954,448,Food,silt,2,15,10,8,1,0
955,448,Food,silt,2,15,15,8,2,0
956,448,Food,silt,2,20,18,11,1,0
957,448,Food,silt,2,20,19,6,2,0
958,448,Food,silt,2,20,21,16,1,0
959,448,Food,silt,2,30,22,13,2,0
960,448,Food,silt,2,35,16,0,1,0
961,448,Food,silt,2,40,29,4,1,0
962,448,Food,silt,2,50,22,2,2,0
963,448,Food,silt,2,60,24,5,3,0
964,448,Food,silt,2,70,21,1,1,0
965,488,Food,silt,2,10,5,17,1,0
966,488,Food,silt,2,20,14,13,3,0
967,489,Food,silt,2,20,18,3,1,0
968,488,Food,silt,2,20,18,12,2,0
969,488,Food,silt,2,20,20,9,1,0
970,488,Food,silt,2,20,23,8,2,0
971,489,Food,silt,2,20,25,0,3,0
972,488,Food,silt,2,25,,14,1,0
973,488,Food,silt,2,25,12,14,2,0
974,488,Food,silt,2,30,16,12,3,0
975,488,Food,silt,2,30,19,0,3,0
976,488,Food,silt,2,30,28,0,2,0
977,488,Food,silt,2,40,15,8,1,0
978,489,Food,silt,2,50,24,2,1,0
979,488,Food,silt,2,60,20,12,1,0
980,488,Food,silt,2,60,28,3,3,0
981,531,Food,silt,2,10,16,15,1,0
982,531,Food,silt,2,15,11,5,2,0
983,531,Food,silt,2,20,15,8,2,0
984,531,Food,silt,2,20,15,10,2,0
985,531,Food,silt,2,20,19,2,3,0
986,531,Food,silt,2,20,20,15,1,0
987,531,Food,silt,2,25,,18,2,0
988,531,Food,silt,2,30,18,8,1,0
989,531,Food,silt,2,30,22,7,1,0
990,531,Food,silt,2,40,18,13,2,0
991,531,Food,silt,2,40,23,7,1,0
992,531,Food,silt,2,45,14,17,3,0
993,531,Food,silt,2,60,35,0,2,0
994,531,Food,silt,2,70,19,13,2,0
995,577,Food,silt,2,10,18,9,1,0
996,577,Food,silt,2,15,22,4,2,0
997,577,Food,silt,2,15,22,13,3,0
998,577,Food,silt,2,15,23,1,1,0
999,577,Food,silt,2,20,10,10,3,0
1000,577,Food,silt,2,20,30,6,2,0
1001,577,Food,silt,2,30,14,14,3,0
1002,577,Food,silt,2,30,20,6,2,0
1003,577,Food,silt,2,30,26,7,3,0
1004,577,Food,silt,2,35,18,11,2,0
1005,577,Food,silt,2,35,30,2,2,0
1006,577,Food,silt,2,40,13,17,1,0
1007,577,Food,silt,2,40,21,3,2,0
1008,577,Food,silt,2,50,11,14,1,0
1009,577,Food,silt,2,50,24,1,2,0
1010,577,Food,silt,2,60,20,11,2,0
1011,577,Food,silt,2,60,31,3,2,0
1012,625,Food,silt,2,5,19,12,2,0
1013,626,Food,silt,2,10,12,18,2,0
1014,626,Food,silt,2,10,14,15,2,0
1015,626,Food,silt,2,10,19,2,3,0
1016,626,Food,silt,2,10,23,12,1,0
1017,626,Food,silt,2,15,16,15,2,0
1018,626,Food,silt,2,20,12,12,1,0
1019,625,Food,silt,2,20,34,4,1,0
1020,626,Food,silt,2,25,15,15,2,0
1021,625,Food,silt,2,30,18,17,2,0
1022,625,Food,silt,2,30,23,1,1,0
1023,625,Food,silt,2,30,27,5,2,0
1024,625,Food,silt,2,40,11,17,2,0
1025,625,Food,silt,2,40,20,7,3,0
1026,626,Food,silt,2,40,,0,1,0
1027,626,Food,silt,2,45,18,16,1,0
1028,625,Food,silt,2,45,31,1,2,0
1029,625,Food,silt,2,50,9,20,3,0
1030,626,Food,silt,2,50,26,7,2,0
1031,625,Food,silt,2,80,29,7,3,0
1032,626,Food,silt,2,50,25,11,3,0
1033,626,Food,silt,2,20,28,2,2,0
1034,625,Food,silt,2,50,26,1,2,0
1035,677,Food,silt,2,20,,6,1,0
1036,677,Food,silt,2,40,18,16,1,0
1037,677,Food,silt,2,10,15,8,2,0
1038,677,Food,silt,2,15,12,21,1,0
1039,677,Food,silt,2,15,30,6,2,0
1040,677,Food,silt,2,20,14,20,1,0
1041,677,Food,silt,2,20,16,5,1,0
1042,677,Food,silt,2,20,16,13,2,0
1043,677,Food,silt,2,20,,10,1,0
1044,677,Food,silt,2,20,20,3,1,0
1045,677,Food,silt,2,20,21,10,2,0
1046,677,Food,silt,2,20,31,1,1,0
1047,677,Food,silt,2,25,34,2,1,0
1048,677,Food,silt,2,30,26,11,2,0
1049,677,Food,silt,2,30,29,12,2,0
1050,677,Food,silt,2,40,17,16,1,0
1051,677,Food,silt,2,45,17,14,1,0
1052,677,Food,silt,2,60,27,8,3,0
1053,731,Food,silt,2,10,8,22,2,0
1054,731,Food,silt,2,10,,13,1,0
1055,731,Food,silt,2,10,16,20,2,0
1056,731,Food,silt,2,10,29,4,3,0
1057,732,Food,silt,2,20,7,22,2,0
1058,731,Food,silt,2,20,18,8,1,0
1059,731,Food,silt,2,20,18,10,1,0
1060,731,Food,silt,2,20,19,15,1,0
1061,731,Food,silt,2,20,20,17,2,0
1062,731,Food,silt,2,20,24,0,1,0
1063,731,Food,silt,2,30,18,13,1,0
1064,731,Food,silt,2,30,19,17,1,0
1065,731,Food,silt,2,30,24,7,2,0
1066,731,Food,silt,2,40,23,12,1,0
1067,732,Food,silt,2,60,26,3,2,0
1068,789,Food,silt,2,5,22,18,1,0
1069,789,Food,silt,2,10,10,4,3,0
1070,790,Food,silt,2,10,20,8,3,0
1071,789,Food,silt,2,10,22,7,2,0
1072,790,Food,silt,2,10,35,1,1,0
1073,789,Food,silt,2,15,24,6,2,0
1074,789,Food,silt,2,15,33,0,2,0
1075,790,Food,silt,2,20,13,19,1,0
1076,789,Food,silt,2,20,18,0,1,0
1077,789,Food,silt,2,20,27,9,2,0
1078,789,Food,silt,2,20,30,8,2,0
1079,789,Food,silt,2,20,,0,1,0
1080,789,Food,silt,2,30,13,21,2,0
1081,789,Food,silt,2,30,23,2,3,0
1082,789,Food,silt,2,35,20,12,2,0
1083,789,Food,silt,2,40,17,17,2,0
1084,790,Food,silt,2,50,21,16,1,0
1085,789,Food,silt,2,50,33,5,2,0
1086,789,Food,silt,2,50,,16,1,0
1087,789,Food,silt,2,20,10,19,1,0
1088,851,Food,silt,2,5,,14,2,0
1089,851,Food,silt,2,10,17,16,3,0
1090,851,Food,silt,2,10,21,13,1,0
1091,851,Food,silt,2,15,7,19,1,0
1092,851,Food,silt,2,15,18,18,3,0
1093,851,Food,silt,2,20,27,15,1,0
1094,851,Food,silt,2,20,28,12,2,0
1095,850,Food,silt,2,20,30,0,1,0
1096,851,Food,silt,2,20,34,0,2,0
1097,851,Food,silt,2,25,26,8,1,0
1098,850,Food,silt,2,30,16,21,2,0
1099,851,Food,silt,2,35,9,20,2,0
1100,851,Food,silt,2,35,30,4,1,0
1101,851,Food,silt,2,40,32,2,2,0
1102,850,Food,silt,2,40,34,7,3,0
1103,851,Food,silt,2,50,,5,1,0
1104,851,Food,silt,2,50,27,6,2,0
1105,850,Food,silt,2,55,28,6,1,0
1106,851,Food,silt,2,60,23,15,3,0
1107,851,Food,silt,2,70,26,15,2,0
1108,851,Food,silt,2,30,44,2,3,0
1109,915,Food,silt,2,5,22,15,3,0
1110,915,Food,silt,2,5,35,7,2,0
1111,916,Food,silt,2,10,18,20,3,0
1112,915,Food,silt,2,10,30,12,1,0
1113,915,Food,silt,2,15,12,21,1,0
1114,916,Food,silt,2,15,20,12,3,0
1115,916,Food,silt,2,15,21,11,1,0
1116,915,Food,silt,2,15,31,6,3,0
1117,915,Food,silt,2,20,13,12,2,0
1118,916,Food,silt,2,20,13,20,1,0
1119,916,Food,silt,2,20,22,18,1,0
1120,915,Food,silt,2,20,31,12,1,0
1121,915,Food,silt,2,20,35,0,2,0
1122,916,Food,silt,2,25,34,3,2,0
1123,915,Food,silt,2,30,,23,3,0
1124,915,Food,silt,2,30,,19,3,0
1125,915,Food,silt,2,30,25,11,2,0
1126,915,Food,silt,2,30,35,1,2,0
1127,915,Food,silt,2,30,37,2,2,0
1128,915,Food,silt,2,40,20,18,2,0
1129,915,Food,silt,2,40,21,18,2,0
1130,916,Food,silt,2,40,21,20,1,0
1131,915,Food,silt,2,40,31,8,1,0
1132,916,Food,silt,2,40,33,8,2,0
1133,916,Food,silt,2,45,32,5,3,0
1134,916,Food,silt,2,50,16,17,2,0
1135,915,Food,silt,2,50,35,6,3,0
1136,915,Food,silt,2,60,25,7,2,0
1137,916,Food,silt,2,60,26,2,2,0
1138,915,Food,silt,2,40,16,21,2,0
1139,915,Food,silt,2,40,21,16,1,0
1140,915,Food,silt,2,30,,6,1,0
1141,915,Food,silt,2,50,30,9,3,0
1142,984,Food,silt,2,5,11,24,1,0
1143,984,Food,silt,2,15,11,21,1,0
1144,984,Food,silt,2,15,25,14,1,0
1145,984,Food,silt,2,15,30,9,1,0
1146,984,Food,silt,2,25,25,16,1,0
1147,984,Food,silt,2,30,21,23,3,0
1148,984,Food,silt,2,30,28,7,2,0
1149,984,Food,silt,2,40,25,15,2,0
1150,984,Food,silt,2,45,36,3,1,0
1151,984,Food,silt,2,50,28,12,1,0
1152,984,Food,silt,2,50,29,6,2,0
1153,984,Food,silt,2,75,40,1,2,0
1154,984,Food,silt,2,40,,3,1,0
1155,1056,Food,silt,2,50,22,16,1,0
1156,1056,Food,silt,2,5,24,12,2,0
1157,1056,Food,silt,2,10,15,22,2,0
1158,1056,Food,silt,2,10,15,26,1,0
1159,1056,Food,silt,2,20,21,16,1,0
1160,1056,Food,silt,2,20,27,13,3,0
1161,1056,Food,silt,2,30,20,10,2,0
1162,1056,Food,silt,2,30,24,14,2,0
1163,1056,Food,silt,2,30,42,0,1,0
1164,1056,Food,silt,2,40,12,26,3,0
1165,1056,Food,silt,2,40,18,22,1,0
1166,1056,Food,silt,2,40,30,1,2,0
1167,1056,Food,silt,2,40,40,0,2,0
1168,1056,Food,silt,2,50,5,27,3,0
1169,1056,Food,silt,2,50,34,3,3,0
1170,1056,Food,silt,2,60,25,17,3,0
1171,1132,Food,silt,2,20,27,9,3,0
1172,1132,Food,silt,2,5,17,26,3,0
1173,1132,Food,silt,2,10,6,4,1,0
1174,1132,Food,silt,2,10,30,16,1,0
1175,1132,Food,silt,2,15,39,2,2,0
1176,1132,Food,silt,2,15,40,3,3,0
1177,1132,Food,silt,2,20,14,27,3,0
1178,1132,Food,silt,2,20,15,21,2,0
1179,1132,Food,silt,2,20,21,23,2,0
1180,1132,Food,silt,2,20,25,6,1,0
1181,1132,Food,silt,2,20,25,16,3,0
1182,1132,Food,silt,2,20,33,16,1,0
1183,1132,Food,silt,2,25,12,28,1,0
1184,1132,Food,silt,2,25,20,19,1,0
1185,1132,Food,silt,2,25,36,3,1,0
1186,1132,Food,silt,2,30,37,5,1,0
1187,1132,Food,silt,2,35,18,22,3,0
1188,1132,Food,silt,2,40,12,27,2,0
1189,1132,Food,silt,2,40,17,24,3,0
1190,1132,Food,silt,2,40,20,23,2,0
1191,1132,Food,silt,2,40,25,18,1,0
1192,1132,Food,silt,2,40,35,4,2,0
1193,1132,Food,silt,2,60,14,23,2,0
1194,1132,Food,silt,2,60,,13,1,0
1195,1132,Food,silt,2,40,34,7,3,0
1196,1132,Food,silt,2,40,25,3,1,0
1197,1132,Food,silt,2,20,13,23,1,0
1198,1212,Food,silt,2,10,35,5,1,0
1199,1212,Food,silt,2,15,,20,3,0
1200,1212,Food,silt,2,20,10,20,2,0
1201,1212,Food,silt,2,20,12,17,3,0
1202,1212,Food,silt,2,20,17,17,2,0
1203,1212,Food,silt,2,20,,16,1,0
1204,1212,Food,silt,2,20,23,20,2,0
1205,1212,Food,silt,2,20,37,0,2,0
1206,1212,Food,silt,2,25,32,4,2,0
1207,1212,Food,silt,2,30,24,15,2,0
1208,1212,Food,silt,2,30,,16,2,0
1209,1212,Food,silt,2,30,28,12,2,0
1210,1212,Food,silt,2,40,45,3,3,0
1211,1212,Food,silt,2,45,30,13,2,0
1212,1212,Food,silt,2,60,36,10,2,0
1213,1212,Food,silt,2,10,5,14,3,0
1214,1212,Food,silt,2,20,23,14,2,0
1215,1212,Food,silt,2,40,40,7,2,0
1216,1212,Food,silt,2,40,44,0,2,0
1217,1297,Food,silt,2,20,,14,2,0
1218,1297,Food,silt,2,10,24,24,2,0
1219,1296,Food,silt,2,20,12,30,2,0
